pca_1,pca_2,category,split,sample_id,window_start
-1.4828778505325317,0.45644092559814453,Policy Rollout,Training support,s00_seed00100010_ep0005,65
-1.5720103979110718,0.605558454990387,Policy Rollout,Training support,s00_seed00100010_ep0005,73
0.35950416326522827,-0.8170421123504639,Policy Rollout,Training support,s00_seed00100013_ep0007,0
-0.10127977281808853,-0.4026777148246765,Policy Rollout,Training support,s00_seed00100013_ep0007,8
-0.8749311566352844,0.3668341338634491,Policy Rollout,Training support,s00_seed00100013_ep0007,16
-1.1852443218231201,0.5647314190864563,Policy Rollout,Training support,s00_seed00100013_ep0007,24
-0.948306143283844,0.1745920032262802,Policy Rollout,Training support,s00_seed00100013_ep0007,32
-0.999444842338562,0.2112979143857956,Policy Rollout,Training support,s00_seed00100013_ep0007,41
-1.0323940515518188,0.21587485074996948,Policy Rollout,Training support,s00_seed00100013_ep0007,49
-1.3205639123916626,0.30818337202072144,Policy Rollout,Training support,s00_seed00100013_ep0007,57
-1.4504268169403076,0.4184367060661316,Policy Rollout,Training support,s00_seed00100013_ep0007,65
-1.5267549753189087,0.5282576680183411,Policy Rollout,Training support,s00_seed00100013_ep0007,73
0.35233375430107117,-0.8039183616638184,Policy Rollout,Training support,s00_seed00100015_ep0008,0
-0.0960642620921135,-0.3961724638938904,Policy Rollout,Training support,s00_seed00100015_ep0008,8
-0.9101607799530029,0.41537046432495117,Policy Rollout,Training support,s00_seed00100015_ep0008,17
-1.12051522731781,0.4997424781322479,Policy Rollout,Training support,s00_seed00100015_ep0008,25
-0.9245618581771851,0.16653716564178467,Policy Rollout,Training support,s00_seed00100015_ep0008,33
-0.9765697717666626,0.2056964635848999,Policy Rollout,Training support,s00_seed00100015_ep0008,42
-1.0019409656524658,0.18601775169372559,Policy Rollout,Training support,s00_seed00100015_ep0008,50
-1.160636305809021,0.2620590031147003,Policy Rollout,Training support,s00_seed00100015_ep0008,58
-1.4480173587799072,0.46339523792266846,Policy Rollout,Training support,s00_seed00100015_ep0008,67
-1.5199048519134521,0.6134197115898132,Policy Rollout,Training support,s00_seed00100015_ep0008,75
-0.09347600489854813,0.41920438408851624,Feasible-Space Sampling,Training support,ep0001_start0133_seed0001,215
0.350446879863739,0.13114304840564728,Feasible-Space Sampling,Training support,ep0001_start0130_seed0000,150
0.4306618273258209,0.4127953350543976,Feasible-Space Sampling,Training support,ep0001_start0130_seed0008,235
0.27416959404945374,0.06239769235253334,Feasible-Space Sampling,Training support,ep0001_start0130_seed0008,77
0.3261491060256958,0.18521496653556824,Feasible-Space Sampling,Training support,ep0001_start0130_seed0005,165
0.152163565158844,0.4627644717693329,Feasible-Space Sampling,Training support,ep0000_start0103_seed0001,265
0.2604150176048279,0.2962573170661926,Feasible-Space Sampling,Training support,ep0001_start0133_seed0006,233
